episode,reward,mttd,mttr,fpr,csr,compromised
1,-143.97,5,29,0.0284,1,1
2,-44.94,7,12,0.0246,1,2
3,-144.67,7,40,0.0252,1,1
4,-20.82,6,6,0.0364,1,1
5,-1041.19,18,200,0.0316,0,0
6,-63.25,6,14,0.0319,1,1
7,-144.28,6,35,0.0273,1,3
8,-84.63,7,200,0.0303,0,4
9,-80.98,6,24,0.0259,1,1
10,-117.42,8,28,0.0276,1,3
11,-99.16,4,22,0.0302,1,2
12,-49.10,7,13,0.0324,1,3
13,-143.63,5,30,0.0323,1,1
14,-129.41,8,41,0.0238,1,1
15,-187.72,8,52,0.0234,1,1
16,-47.99,10,16,0.0211,1,2
17,-209.05,4,42,0.0312,1,2
18,-189.91,7,42,0.0292,1,2
19,-161.57,18,33,0.0308,1,3
20,-82.29,5,15,0.0307,1,1
21,-30.44,5,7,0.0386,1,2
22,-112.07,22,31,0.0244,1,1
23,-141.93,9,36,0.0238,1,3
24,-38.04,6,14,0.0225,1,5
25,-26.74,7,8,0.0307,1,2
26,-78.64,4,13,0.0378,1,3
27,-64.17,9,17,0.0284,1,3
28,-66.15,7,22,0.0247,1,2
29,-181.85,10,44,0.0286,1,1
30,-427.00,4,90,0.0270,1,1
31,-99.94,19,24,0.0284,1,2
32,-71.26,10,17,0.0273,1,4
33,-24.82,6,6,0.0284,1,1
34,-884.29,11,200,0.0262,0,0
35,-37.74,10,11,0.0332,1,1
36,-176.41,6,45,0.0252,1,4
37,-191.29,11,39,0.0311,1,1
38,-16.89,5,7,0.0259,1,2
39,-113.88,7,32,0.0216,1,1
40,-55.74,16,16,0.0254,1,2
41,-169.23,6,39,0.0280,1,2
42,-116.61,7,200,0.0315,0,3
43,-73.14,13,20,0.0277,1,3
44,-64.28,10,200,0.0246,0,8
45,-66.60,8,200,0.0254,0,8
46,-32.99,7,12,0.0274,1,5
47,-100.49,9,22,0.0296,1,3
48,-85.80,7,28,0.0214,1,1
49,-794.39,11,200,0.0260,0,0
50,-45.05,13,18,0.0223,1,3
51,-109.56,4,24,0.0281,1,1
52,-66.72,7,17,0.0261,1,4
53,-77.24,9,200,0.0231,0,4
