episode,reward,mttd,mttr,fpr,csr,compromised
1,-18.01,9,10,0.0181,1,1
2,-81.20,9,19,0.0247,1,1
3,-220.97,46,53,0.0253,1,1
4,-154.92,13,35,0.0249,1,1
5,-900.47,6,200,0.0242,0,0
6,-871.85,9,200,0.0232,0,0
7,-42.08,6,12,0.0232,1,1
8,-133.51,14,32,0.0257,1,1
9,-925.59,8,200,0.0255,0,0
10,-165.43,10,34,0.0296,1,1
11,-129.34,5,36,0.0221,1,1
12,-839.93,13,200,0.0226,0,0
13,-58.74,8,15,0.0250,1,2
14,-75.36,5,200,0.0262,0,6
15,-821.33,16,200,0.0227,0,0
16,-823.35,9,200,0.0229,0,0
17,-211.96,11,63,0.0200,1,1
18,-740.03,8,200,0.0205,0,0
19,-75.13,13,22,0.0215,1,2
20,-73.97,8,21,0.0248,1,1
21,-835.12,13,200,0.0232,0,0
22,-72.98,5,200,0.0227,0,5
23,-40.79,11,14,0.0196,1,1
24,-926.26,13,200,0.0257,0,0
25,-166.99,8,33,0.0285,1,1
26,-168.22,6,35,0.0286,1,1
27,-13.03,4,4,0.0290,1,1
28,-190.06,13,42,0.0250,1,1
29,-91.06,12,26,0.0202,1,1
30,-136.09,15,33,0.0244,1,1
31,-62.10,8,19,0.0207,1,1
32,-191.90,21,48,0.0225,1,1
33,-90.52,25,25,0.0209,1,1
34,-112.77,7,32,0.0216,1,2
35,-209.33,12,65,0.0192,1,1
36,-216.22,7,63,0.0197,1,1
37,-63.70,4,200,0.0242,0,7
38,-53.56,7,24,0.0163,1,1
39,-112.18,21,34,0.0207,1,3
40,-96.84,9,29,0.0214,1,2
41,-182.21,24,63,0.0176,1,1
42,-114.59,10,38,0.0194,1,1
43,-52.64,4,22,0.0163,1,1
44,-592.56,33,200,0.0175,0,0
45,-320.21,21,116,0.0169,1,1
46,-134.61,39,66,0.0134,1,1
47,-155.99,14,59,0.0168,1,1
48,-50.47,9,25,0.0150,1,2
49,-99.73,11,49,0.0134,1,2
50,-494.03,9,200,0.0154,0,0
51,-105.26,9,44,0.0165,1,2
52,-50.96,8,200,0.0119,0,2
53,-110.34,15,50,0.0149,1,4
54,-330.98,11,134,0.0162,1,1
55,-527.56,19,200,0.0163,0,0
56,-210.95,10,80,0.0168,1,1
57,-96.37,15,41,0.0170,1,2
58,-37.70,11,200,0.0129,0,3
59,-87.00,9,45,0.0130,1,2
60,-118.67,11,49,0.0147,1,3
61,-268.48,10,102,0.0168,1,1
62,-410.19,8,160,0.0152,1,1
