episode,reward,mttd,mttr,fpr,csr,compromised
1,-156.75,27,48,5.1212,1,2
2,-67.05,14,200,5.1667,0,8
3,-136.87,4,48,4.8710,1,1
4,-86.18,10,34,3.7407,1,1
5,-105.53,18,40,4.1852,1,1
6,-127.84,12,39,5.4400,1,1
7,-192.49,5,61,5.4054,1,1
8,-69.11,7,24,6.6667,1,2
9,-251.84,29,71,6.6098,1,1
10,-84.87,7,36,4.7143,1,1
11,-121.58,10,43,6.3333,1,1
12,-126.62,37,38,6.3810,1,1
13,-107.93,7,31,7.1176,1,1
14,-140.16,15,52,4.0000,1,1
15,-103.07,14,36,6.0526,1,1
16,-142.48,14,40,7.5238,1,1
17,-45.20,10,200,4.7500,0,4
18,-103.93,19,27,5.9474,1,1
19,-135.10,14,45,5.7600,1,1
20,-87.46,10,35,5.1000,1,1
21,-53.29,8,20,6.4000,1,1
22,-86.07,9,28,4.8000,1,1
23,-126.70,6,39,6.1818,1,1
24,-170.09,11,66,3.3333,1,1
25,-617.59,5,200,5.2333,0,0
26,-95.02,11,28,5.8333,1,1
27,-75.54,9,31,5.4375,1,1
28,-25.19,6,10,8.7500,1,1
29,-77.85,7,34,4.0000,1,1
30,-631.68,11,200,5.1520,0,0
31,-166.28,9,47,6.5556,1,1
32,-653.40,7,200,5.0687,0,0
33,-133.07,25,42,6.5000,1,1
34,-109.64,21,35,6.6667,1,2
35,-57.89,5,27,5.4615,1,2
36,-172.66,21,50,6.6786,1,1
37,-662.72,12,200,5.2400,0,0
38,-156.71,12,59,4.5000,1,1
39,-637.35,9,200,5.0000,0,0
40,-633.95,15,200,4.6043,0,0
41,-147.71,7,47,5.5517,1,1
42,-162.52,7,46,5.7667,1,1
43,-288.12,79,92,5.1695,1,1
44,-613.80,10,200,5.0325,0,0
45,-241.48,13,76,5.6444,1,1
46,-183.74,12,75,4.1702,1,1
47,-58.55,9,27,4.4706,1,4
48,-648.31,7,200,5.1328,0,0
49,-117.72,5,38,4.3333,1,2
50,-617.71,59,200,4.9360,0,0
51,-40.00,200,200,4.2857,0,6
52,-159.28,27,51,5.0606,1,1
53,-100.90,13,47,4.0357,1,1
54,-578.30,7,200,4.5077,0,0
55,-115.55,10,51,4.0968,1,1
56,-98.49,10,30,6.5294,1,1
57,-152.13,9,56,5.6429,1,1
58,-53.07,6,200,4.7000,0,7
59,-110.51,9,43,6.0000,1,1
60,-85.70,11,39,4.7500,1,1
61,-188.88,6,68,5.7714,1,1
62,-483.03,11,200,3.8828,0,0
63,-49.39,7,29,3.5556,1,1
64,-170.12,13,78,4.0213,1,1
65,-70.29,12,27,4.1500,1,1
66,-177.40,11,94,2.7612,1,1
67,-43.72,8,200,2.4667,0,1
68,-186.49,5,87,4.0000,1,1
69,-70.54,18,45,4.2500,1,2
70,-442.82,14,200,3.1549,0,0
71,-26.77,13,20,1.8571,1,1
72,-73.17,15,33,5.2941,1,2
73,-115.12,13,61,2.9545,1,1
74,-98.12,24,67,2.8974,1,1
75,-366.09,10,200,2.6741,0,0
76,-49.94,9,200,3.1429,0,6
77,-378.48,17,200,3.0157,0,0
78,-330.34,10,200,2.5704,0,0
79,-86.04,26,69,2.6757,1,1
80,-299.98,11,200,2.2794,0,0
81,-134.24,17,99,2.3934,1,1
82,-13.35,9,20,2.4000,1,1
83,-73.54,8,200,3.5263,0,5
84,-194.99,9,121,3.0303,1,1
85,-61.03,9,35,3.6667,1,1
86,-120.68,13,102,2.0441,1,1
87,-34.40,9,31,2.8667,1,1
88,-54.54,7,36,3.6667,1,1
89,-59.91,7,51,2.1429,1,1
90,-243.55,6,178,2.4151,1,1
91,-278.57,7,200,2.3333,0,0
92,-296.86,5,200,2.3307,0,0
93,-15.03,7,21,1.7857,1,1
94,-28.27,8,200,1.6000,0,6
95,-249.98,8,200,2.0650,0,0
96,-92.06,8,95,1.6615,1,1
97,-38.87,5,200,2.4545,0,7
98,-151.95,6,130,2.2778,1,1
99,-41.37,25,46,1.8065,1,1
100,-174.19,5,129,2.5600,1,1
101,-38.23,21,36,2.8333,1,2
102,-126.71,35,126,1.8974,1,1
103,-133.14,16,120,1.5385,1,1
104,-59.62,53,56,1.5366,1,1
105,-60.33,7,50,2.4483,1,1
106,-150.63,17,146,1.7935,1,1
107,-245.27,7,200,2.0992,0,0
108,-259.70,8,200,2.2437,0,0
109,-101.55,15,105,1.3690,1,1
110,-239.96,5,200,2.0813,0,0
111,-216.47,15,200,1.7188,0,0
112,-298.44,8,200,2.1479,0,0
113,-103.61,17,87,2.1455,1,1
114,-100.49,5,90,1.8548,1,1
115,-46.11,16,55,2.1852,1,1
116,-43.18,20,49,2.0000,1,1
117,-35.19,16,33,3.2857,1,1
118,-91.94,12,97,1.5821,1,1
119,-87.80,17,65,2.4750,1,1
120,-53.51,23,200,1.8261,0,7
121,-68.12,31,200,2.5652,0,4
122,-46.79,19,54,1.5610,1,2
123,-220.58,10,200,1.7188,0,0
124,-10.35,11,17,1.9091,1,1
125,-33.11,24,66,1.1778,1,1
126,-39.45,9,200,2.3333,0,4
127,-229.76,8,200,1.8244,0,0
128,-14.97,8,200,1.1111,0,8
129,-61.53,21,70,2.0500,1,1
130,-67.59,12,63,2.0500,1,1
131,-215.79,15,193,1.7422,1,2
132,-45.80,9,41,2.4167,1,1
133,-34.91,9,49,1.5517,1,1
134,-38.92,5,200,1.7647,0,8
135,-14.07,7,39,0.9310,1,1
136,-61.36,8,69,1.5200,1,1
137,-32.22,27,34,2.1500,1,1
138,-165.10,5,143,1.9231,1,1
139,-272.56,21,200,2.2222,0,0
140,-61.54,15,62,2.4483,1,1
141,-113.63,28,116,1.8169,1,1
142,-141.61,53,132,2.1216,1,1
143,-76.92,42,200,1.7368,0,7
144,-98.57,8,85,2.3200,1,1
145,-231.11,34,200,1.7626,0,0
146,-44.14,12,58,2.0690,1,1
147,-84.50,13,79,2.0208,1,1
148,-101.05,8,114,1.4744,1,1
149,-85.33,19,75,3.2258,1,1
150,-123.26,31,115,1.6988,1,1
151,-100.16,10,95,1.8065,1,1
152,-240.13,8,200,1.8657,0,0
153,-118.41,28,89,2.0667,1,1
154,-13.32,19,28,1.6667,1,1
155,-71.73,9,54,2.3514,1,2
156,-30.33,19,200,2.0833,0,6
157,-45.71,6,45,2.0000,1,1
158,-68.50,31,54,2.6774,1,1
159,-289.25,39,200,2.2158,0,0
160,-252.93,6,200,2.0543,0,0
161,-128.91,45,87,2.8600,1,1
162,-215.39,7,191,2.1091,1,1
163,-37.14,28,33,3.1875,1,2
164,-117.66,28,88,2.1250,1,1
165,-32.07,17,58,1.3636,1,1
166,-26.29,11,37,2.2353,1,1
167,-266.57,14,200,2.2735,0,0
168,-48.16,10,53,1.7429,1,1
169,-21.60,13,200,1.0000,0,9
170,-13.15,10,17,1.8333,1,2
171,-60.14,4,41,3.6000,1,1
172,-278.17,13,200,2.1185,0,0
173,-286.57,5,200,2.4790,0,0
174,-265.58,25,200,2.1240,0,0
175,-42.86,10,42,2.6190,1,1
176,-319.04,6,200,2.0556,0,0
177,-97.72,10,65,2.9737,1,1
178,-77.44,8,53,3.0000,1,1
179,-55.25,15,59,1.8378,1,1
180,-57.31,10,59,2.3226,1,1
181,-223.83,6,200,1.5816,0,0
182,-35.12,9,200,1.7692,0,3
183,-114.73,18,92,2.1017,1,1
184,-95.27,7,112,1.3250,1,1
185,-34.62,35,36,1.9545,1,1
186,-248.65,20,175,2.1653,1,1
187,-15.62,22,22,1.6250,1,1
188,-111.85,10,106,2.0328,1,1
189,-125.06,18,105,2.1343,1,1
190,-92.05,61,80,2.6923,1,1
191,-37.04,10,200,2.0667,0,6
192,-134.57,18,107,2.9600,1,1
193,-144.58,13,115,2.0128,1,1
194,-94.87,10,91,2.0364,1,1
195,-285.26,15,200,1.9934,0,0
196,-53.08,7,42,3.4500,1,1
197,-271.60,9,200,2.2500,0,0
198,-193.41,16,172,1.9459,1,1
199,-99.58,14,84,2.2115,1,1
200,-140.71,7,117,2.1667,1,1
201,-19.36,8,18,5.1667,1,2
202,-27.98,11,33,2.2778,1,1
203,-77.46,14,65,2.1951,1,1
204,-45.82,18,41,2.5200,1,2
205,-35.64,10,200,5.8000,0,7
206,-13.62,17,17,3.6667,1,1
207,-15.49,25,28,1.7059,1,2
208,-252.05,21,200,1.9847,0,0
209,-85.05,23,86,1.8182,1,1
210,-270.15,11,200,1.9716,0,0
211,-271.82,17,200,2.1613,0,0
212,-82.48,17,83,1.9388,1,1
213,-236.90,27,189,1.8947,1,1
214,-265.52,20,198,2.2214,1,1
215,-96.30,19,85,2.3696,1,1
216,-317.74,8,200,2.8291,0,0
217,-156.69,14,116,2.5286,1,1
218,-55.81,7,46,2.8261,1,1
219,-19.00,200,200,1.6667,0,7
220,-41.83,15,45,2.0714,1,1
221,-128.67,18,80,3.0000,1,1
222,-42.03,10,48,2.2917,1,3
223,-46.20,8,34,2.4783,1,1
224,-249.55,5,200,1.9926,0,0
225,-82.89,8,81,2.0000,1,1
226,-15.74,23,24,2.9000,1,1
227,-43.80,8,200,2.7500,0,4
228,-33.42,10,200,2.3000,0,5
229,-19.09,15,25,2.5385,1,1
230,-90.15,7,71,1.9811,1,1
231,-235.53,16,200,1.9462,0,0
232,-115.25,15,112,2.1077,1,1
233,-155.97,15,124,2.2895,1,1
234,-45.18,15,36,2.3200,1,2
235,-31.20,8,200,2.8750,0,5
236,-243.32,19,200,2.0078,0,0
237,-30.64,8,200,3.5714,0,4
238,-70.45,22,200,2.5600,0,4
239,-94.92,4,66,3.0938,1,1
240,-282.73,11,200,2.5351,0,0
241,-34.61,5,27,3.0000,1,2
242,-67.82,17,200,4.2000,0,5
243,-10.62,10,11,3.5000,1,1
244,-112.92,13,101,2.0312,1,1
245,-281.51,23,200,2.2326,0,0
246,-40.51,20,33,2.4091,1,1
247,-38.46,15,46,2.2609,1,1
248,-64.37,6,58,2.0556,1,1
249,-250.71,8,200,2.0556,0,0
250,-35.60,15,200,4.5000,0,8
251,-82.22,7,72,3.2667,1,1
252,-31.77,8,200,2.2308,0,4
253,-56.87,9,44,2.2143,1,1
254,-98.61,6,72,2.4318,1,1
255,-49.09,12,39,2.9500,1,2
256,-84.38,15,58,2.2273,1,1
257,-328.60,22,200,2.8435,0,0
258,-299.63,18,200,2.3538,0,0
259,-54.16,20,51,2.3571,1,1
260,-235.61,23,200,1.9915,0,0
261,-71.76,29,61,2.0789,1,1
262,-165.16,67,144,2.0000,1,1
263,-96.83,29,100,1.6286,1,1
264,-251.40,15,200,1.9565,0,0
265,-379.10,27,200,2.7626,0,0
266,-294.89,7,200,2.3008,0,0
267,-46.52,7,200,3.0000,0,4
268,-114.07,22,74,4.0323,1,1
269,-57.96,14,45,3.2381,1,1
270,-383.86,13,200,3.0714,0,0
271,-44.93,14,44,2.2400,1,2
272,-287.17,23,200,2.2769,0,0
273,-43.87,7,43,2.3636,1,1
274,-30.19,16,22,3.8182,1,1
275,-42.74,13,41,2.0800,1,1
276,-63.49,11,200,2.7727,0,4
277,-57.99,10,41,2.7308,1,1
278,-265.19,10,200,2.2080,0,0
279,-82.78,8,65,2.3902,1,1
280,-63.32,4,45,3.2083,1,1
281,-94.70,31,94,1.4928,1,1
282,-90.23,13,53,2.7027,1,1
283,-39.07,5,200,3.5556,0,3
284,-185.08,10,149,2.2857,1,1
285,-148.69,15,116,2.0488,1,1
286,-30.00,200,200,2.0000,0,4
287,-164.63,4,123,2.5846,1,1
288,-34.74,9,200,3.8750,0,5
289,-74.83,13,60,2.4062,1,1
290,-125.41,19,108,2.5192,1,1
291,-64.50,14,200,3.4118,0,9
292,-85.92,9,72,2.2927,1,1
293,-121.08,31,107,2.0299,1,1
294,-248.30,25,200,1.7667,0,0
295,-60.97,38,58,1.7674,1,1
296,-35.60,13,200,5.8000,0,6
297,-131.58,7,124,1.5761,1,1
298,-265.14,14,200,1.9065,0,0
299,-40.62,24,24,5.1000,1,1
300,-78.80,7,77,2.2895,1,1
301,-155.17,11,112,2.2179,1,1
302,-86.00,14,47,4.2273,1,2
303,-261.69,12,200,2.0992,0,0
304,-154.42,5,91,3.5417,1,1
305,-50.87,9,200,6.1429,0,7
306,-125.19,8,97,2.3621,1,1
307,-155.64,16,133,1.7021,1,1
308,-129.24,8,90,2.3065,1,1
309,-60.22,16,46,3.3636,1,1
310,-81.34,22,87,1.8364,1,1
311,-275.20,15,200,2.3554,0,0
312,-266.16,20,200,2.1938,0,0
313,-253.25,19,200,2.2231,0,0
314,-42.11,9,59,1.5676,1,1
315,-77.64,4,55,3.6800,1,1
316,-251.88,5,200,2.2333,0,0
317,-253.84,8,200,2.0469,0,0
318,-81.30,6,47,4.0870,1,1
319,-55.90,11,48,2.8077,1,1
320,-94.21,8,53,4.2308,1,1
321,-170.63,25,109,2.9077,1,1
322,-32.73,10,200,3.3750,0,4
323,-15.37,11,13,2.7778,1,1
324,-27.30,4,200,1.6154,0,7
325,-109.16,23,83,2.3529,1,1
326,-37.12,12,200,2.2143,0,8
327,-106.92,16,79,2.2414,1,1
328,-60.98,18,200,2.6667,0,4
329,-55.16,19,49,2.6667,1,1
330,-304.43,37,200,2.3664,0,0
331,-73.83,29,54,2.7333,1,1
332,-17.06,18,23,2.8750,1,1
333,-73.35,19,66,2.1750,1,1
334,-202.92,49,172,2.0385,1,1
335,-96.20,11,64,2.3261,1,1
336,-195.98,6,138,2.6049,1,1
337,-72.95,5,74,1.5185,1,1
338,-90.69,13,58,2.6757,1,2
339,-25.90,16,26,2.5714,1,3
340,-127.56,5,104,1.9054,1,1
341,-146.76,24,113,2.3824,1,1
342,-139.49,95,109,2.4590,1,2
343,-144.81,38,98,2.4058,1,1
344,-19.44,8,24,2.7500,1,1
345,-92.78,7,84,2.4286,1,1
346,-173.23,15,141,1.8713,1,1
347,-10.58,9,22,2.5000,1,3
348,-261.80,6,200,2.3333,0,0
349,-82.87,24,75,2.2558,1,1
350,-116.06,10,85,2.1607,1,1
351,-124.16,31,81,3.2791,1,1
352,-287.63,15,200,2.3833,0,0
353,-133.70,29,88,2.8400,1,1
354,-56.87,21,200,3.0000,0,4
355,-63.12,17,200,3.0526,0,6
356,-72.00,19,59,2.3235,1,1
357,-91.26,20,58,3.2500,1,1
358,-130.61,25,82,2.5345,1,1
359,-59.36,10,49,3.5789,1,1
360,-97.90,11,67,2.8158,1,1
361,-101.91,16,72,2.6750,1,1
362,-100.48,13,88,2.3077,1,1
363,-126.28,16,80,3.0889,1,1
364,-96.05,7,67,2.5333,1,1
365,-49.52,12,36,5.4167,1,2
366,-82.31,7,56,2.4324,1,1
367,-39.99,13,200,3.1818,0,4
368,-74.15,13,52,2.7941,1,1
369,-28.94,11,30,2.1000,1,1
370,-87.02,12,52,2.7429,1,1
371,-82.18,8,55,3.0000,1,1
372,-214.70,20,152,2.3895,1,1
373,-103.50,13,79,2.3958,1,1
374,-90.82,9,68,2.3778,1,1
375,-75.56,10,61,2.2162,1,1
376,-153.22,18,95,2.4571,1,1
377,-85.91,21,77,2.0192,1,1
378,-175.92,20,124,2.3974,1,1
379,-12.30,7,15,1.8333,1,1
380,-270.51,8,200,2.3333,0,0
381,-37.15,12,40,2.0000,1,1
382,-69.34,29,200,2.3333,0,5
383,-33.04,9,200,2.8000,0,5
384,-91.52,7,84,2.0833,1,1
385,-10.14,6,11,3.8333,1,1
386,-78.02,17,49,3.2143,1,1
387,-17.39,13,26,1.6471,1,1
388,-35.27,11,200,2.0000,0,5
389,-112.51,17,71,2.2963,1,1
390,-60.80,15,52,2.7308,1,2
391,-40.75,6,45,1.7586,1,1
392,-25.53,14,37,1.3214,1,1
393,-139.65,38,97,2.9600,1,1
394,-49.16,11,36,3.5000,1,2
395,-46.65,9,200,1.2963,0,6
396,-69.74,10,63,1.7083,1,1
397,-36.49,20,22,3.3077,1,2
398,-228.28,26,200,1.8636,0,1
399,-40.86,7,37,3.6429,1,1
400,-246.63,17,200,2.0569,0,0
401,-127.09,21,120,1.7792,1,1
402,-120.16,47,114,1.9571,1,1
403,-140.11,25,95,2.5862,1,1
404,-30.57,5,200,2.0000,0,5
405,-72.70,21,50,2.8065,1,2
406,-96.84,11,62,2.8684,1,1
407,-129.36,20,95,2.3898,1,1
408,-55.74,8,51,2.1250,1,1
409,-129.77,15,101,2.1194,1,1
410,-22.40,8,17,3.2000,1,2
411,-42.82,8,44,3.0000,1,1
412,-143.20,16,107,2.2754,1,1
413,-33.04,5,33,2.4118,1,2
414,-28.59,6,200,2.3750,0,5
415,-75.50,27,58,2.8065,1,1
416,-91.56,9,80,1.7258,1,1
417,-111.18,11,102,2.1404,1,1
418,-24.59,5,200,1.5000,0,2
419,-46.72,21,43,3.1579,1,1
420,-110.31,17,79,2.6596,1,1
421,-79.12,30,200,2.6207,0,5
422,-150.44,12,103,2.4848,1,1
423,-77.01,12,54,2.5588,1,1
424,-347.22,15,200,2.6418,0,0
425,-74.12,34,200,2.0000,0,3
426,-114.38,15,80,2.2364,1,1
427,-193.81,10,141,2.2697,1,1
428,-264.52,13,200,1.7908,0,0
429,-40.09,17,50,1.8276,1,1
430,-39.59,6,200,2.2143,0,5
431,-138.18,7,133,1.6020,1,1
432,-267.50,14,200,2.1680,0,0
433,-279.86,9,200,2.0647,0,0
434,-83.94,7,66,2.1905,1,1
435,-251.31,20,200,2.2119,0,0
436,-45.11,10,47,2.3333,1,1
437,-106.47,14,87,2.1111,1,2
438,-41.92,14,200,3.3000,0,6
439,-47.17,29,40,2.1923,1,1
440,-17.63,6,27,2.2143,1,1
441,-62.10,17,49,3.3636,1,1
442,-84.34,12,72,2.1860,1,1
443,-234.39,12,191,2.0417,1,1
444,-259.59,12,200,2.4364,0,0
445,-60.25,31,75,1.8605,1,1
446,-87.69,8,64,2.2000,1,1
447,-48.05,6,200,2.4667,0,3
448,-24.64,7,200,2.0000,0,6
449,-255.36,17,200,1.9766,0,0
450,-123.43,21,102,2.5741,1,1
451,-124.01,11,86,2.5000,1,1
452,-48.06,14,43,1.7714,1,2
453,-37.61,20,49,1.3611,1,1
454,-20.02,12,28,1.6316,1,1
455,-104.29,25,70,2.1176,1,1
456,-242.30,13,200,1.9242,0,0
457,-17.74,25,29,2.5000,1,1
458,-105.38,9,85,2.2264,1,1
459,-47.17,6,63,1.4286,1,2
460,-33.67,8,200,2.4545,0,4
461,-131.91,38,91,2.8824,1,2
462,-226.74,16,169,2.4681,1,1
463,-105.32,13,69,2.4200,1,1
464,-69.13,32,57,2.6552,1,1
465,-46.85,24,42,2.3077,1,1
466,-70.76,18,67,1.6863,1,1
467,-289.52,17,200,2.4628,0,0
468,-82.79,15,48,4.2174,1,1
469,-265.11,17,200,2.1364,0,0
470,-41.98,7,45,1.8667,1,1
471,-102.72,10,88,2.3673,1,1
472,-274.20,12,200,2.3967,0,0
473,-70.30,19,57,2.9259,1,2
474,-58.41,13,64,2.3333,1,1
475,-76.33,29,56,2.4571,1,1
476,-39.15,5,200,4.5714,0,5
477,-54.81,12,62,1.5897,1,1
478,-274.87,21,200,2.0072,0,0
479,-74.17,12,58,1.9000,1,1
480,-222.61,65,145,2.6905,1,1
481,-110.29,20,107,2.1270,1,1
482,-56.25,13,55,1.8421,1,1
483,-57.17,8,37,2.2759,1,2
484,-45.96,13,38,3.6250,1,2
485,-224.96,15,200,1.7279,0,0
486,-242.99,24,200,1.9124,0,0
487,-183.41,13,131,2.2667,1,1
488,-112.87,19,94,2.0448,1,1
489,-36.75,16,31,2.1364,1,1
490,-55.91,9,46,2.5385,1,1
491,-264.56,11,200,1.8146,0,0
492,-70.03,4,81,1.6458,1,1
493,-246.46,7,200,1.8406,0,0
494,-52.96,4,49,2.0667,1,2
495,-161.56,31,109,2.4444,1,1
496,-91.53,10,62,2.3721,1,1
497,-92.89,15,79,2.0000,1,1
498,-61.89,18,58,2.5862,1,1
499,-181.01,44,109,2.5000,1,1
500,-53.74,8,40,2.7083,1,1
501,-55.56,34,53,2.2581,1,1
502,-253.88,10,200,1.9697,0,0
503,-32.80,17,45,2.0952,1,2
504,-62.33,22,57,2.3143,1,1
505,-23.83,9,37,1.3333,1,1
506,-34.31,10,46,1.6452,1,2
507,-63.51,6,46,2.3750,1,1
508,-66.57,7,52,2.0541,1,1
509,-66.41,7,58,2.3939,1,1
510,-208.71,20,200,1.7287,0,0
511,-294.71,4,200,2.3516,0,0
512,-29.24,7,200,2.3750,0,6
513,-261.50,30,200,2.0149,0,0
514,-68.82,28,70,1.6667,1,1
515,-19.44,6,200,2.8000,0,8
516,-123.53,22,117,1.9722,1,1
517,-79.41,19,82,1.8269,1,1
518,-35.67,11,35,2.3158,1,3
519,-54.88,19,61,1.9167,1,1
520,-28.28,11,35,2.1000,1,1
521,-292.34,7,200,2.2857,0,0
522,-127.43,16,100,2.0580,1,1
523,-48.51,9,34,3.1579,1,1
524,-281.81,23,200,2.3252,0,0
525,-110.19,67,97,2.0862,1,2
526,-79.29,13,78,1.8333,1,1
527,-89.56,15,63,2.4286,1,2
528,-176.17,8,135,2.2346,1,1
529,-118.03,15,89,2.0484,1,1
530,-278.37,13,200,1.8889,0,0
