episode,reward,mttd,mttr,fpr,csr,compromised
1,-983.98,8,200,0.0297,0,0
2,-89.04,12,22,0.0297,1,1
3,-94.22,14,27,0.0248,1,1
4,-119.25,7,27,0.0274,1,1
5,-992.01,9,200,0.0292,0,0
6,-125.67,13,30,0.0283,1,1
7,-865.96,11,200,0.0266,0,0
8,-966.76,10,200,0.0285,0,0
9,-45.19,7,13,0.0323,1,1
10,-71.53,4,20,0.0245,1,2
11,-91.73,8,200,0.0237,0,4
12,-977.86,8,200,0.0294,0,0
13,-108.22,16,29,0.0273,1,1
14,-886.69,19,200,0.0280,0,0
15,-891.90,19,200,0.0277,0,0
16,-97.37,9,24,0.0273,1,1
17,-116.32,4,200,0.0250,0,4
18,-826.05,9,200,0.0259,0,0
19,-170.44,7,48,0.0271,1,1
20,-60.45,7,12,0.0305,1,2
21,-888.32,7,200,0.0266,0,0
22,-947.18,21,200,0.0279,0,0
23,-111.65,7,28,0.0264,1,1
24,-978.81,8,200,0.0291,0,0
25,-143.86,7,37,0.0267,1,1
26,-848.28,7,200,0.0263,0,0
27,-81.90,4,14,0.0363,1,1
28,-120.38,8,32,0.0250,1,1
29,-70.56,11,27,0.0227,1,1
30,-869.98,12,200,0.0265,0,0
31,-899.52,7,200,0.0268,0,0
32,-277.25,11,62,0.0275,1,1
33,-112.37,11,22,0.0304,1,2
34,-313.13,15,67,0.0291,1,1
35,-188.56,9,59,0.0223,1,1
36,-184.34,12,44,0.0282,1,1
37,-73.25,13,28,0.0210,1,2
38,-167.67,7,43,0.0262,1,1
39,-133.86,12,44,0.0235,1,1
40,-113.88,5,27,0.0257,1,1
41,-721.34,14,200,0.0240,0,0
42,-716.29,8,200,0.0231,0,0
43,-8.02,5,11,0.0125,1,1
44,-64.52,11,200,0.0204,0,6
45,-121.48,11,40,0.0240,1,1
46,-699.66,6,200,0.0224,0,0
47,-60.23,7,20,0.0258,1,2
48,-83.62,23,23,0.0232,1,1
49,-25.95,6,12,0.0161,1,1
50,-47.29,7,200,0.0198,0,5
51,-599.30,6,200,0.0209,0,0
52,-491.13,4,200,0.0175,0,0
53,-59.14,23,23,0.0231,1,1
54,-511.15,16,200,0.0194,0,0
55,-314.27,24,109,0.0238,1,1
56,-70.51,10,34,0.0195,1,1
57,-52.58,8,23,0.0183,1,3
58,-68.06,9,35,0.0175,1,1
59,-67.95,8,31,0.0194,1,1
60,-28.02,10,31,0.0110,1,2
61,-38.20,7,200,0.0167,0,5
62,-127.14,9,58,0.0168,1,1
63,-89.91,15,61,0.0132,1,1
64,-66.32,13,200,0.0178,0,4
65,-48.10,4,36,0.0111,1,1
66,-56.75,6,20,0.0210,1,1
67,-168.08,9,59,0.0219,1,1
68,-520.51,6,200,0.0175,0,0
69,-477.90,7,200,0.0167,0,0
70,-71.18,14,39,0.0180,1,1
71,-65.99,27,33,0.0151,1,1
72,-36.62,26,26,0.0160,1,1
73,-514.12,5,200,0.0181,0,0
74,-86.63,8,48,0.0158,1,1
75,-161.24,18,79,0.0147,1,1
76,-129.65,18,87,0.0126,1,1
77,-391.53,12,200,0.0153,0,0
78,-21.14,13,14,0.0184,1,1
79,-74.28,12,38,0.0161,1,1
80,-452.37,7,200,0.0161,0,0
81,-14.25,9,10,0.0135,1,2
82,-95.75,10,65,0.0146,1,1
83,-450.50,7,200,0.0158,0,0
84,-40.80,8,27,0.0164,1,1
85,-90.47,25,52,0.0152,1,1
86,-112.99,7,70,0.0143,1,1
87,-44.26,11,22,0.0186,1,1
88,-79.44,18,67,0.0128,1,1
89,-109.39,10,49,0.0163,1,1
90,-403.29,4,200,0.0140,0,0
91,-59.38,11,36,0.0152,1,1
92,-64.55,7,38,0.0147,1,1
93,-45.58,10,24,0.0185,1,2
94,-97.96,7,42,0.0176,1,1
95,-378.27,4,200,0.0155,0,0
96,-72.63,9,45,0.0139,1,1
97,-109.12,24,63,0.0147,1,1
98,-66.80,9,56,0.0131,1,1
99,-321.83,12,200,0.0142,0,0
100,-93.12,9,59,0.0147,1,1
101,-341.77,10,200,0.0143,0,0
102,-69.46,8,39,0.0154,1,1
103,-367.70,11,200,0.0148,0,0
104,-61.47,16,29,0.0165,1,1
105,-45.79,18,45,0.0106,1,1
106,-11.62,17,17,0.0125,1,1
107,-46.31,4,31,0.0123,1,1
108,-77.25,17,49,0.0139,1,1
109,-341.76,11,200,0.0144,0,0
